# Disease ID,Disease Name,Gene ID
C0033578,Prostatic Neoplasms,796
C0033578,Prostatic Neoplasms,79689
C0033578,Prostatic Neoplasms,79784
C0033578,Prostatic Neoplasms,79807
C0033578,Prostatic Neoplasms,7984
C0033578,Prostatic Neoplasms,7991
C0033578,Prostatic Neoplasms,8000
C0033578,Prostatic Neoplasms,8086
C0033578,Prostatic Neoplasms,81037
C0033578,Prostatic Neoplasms,811
C0033578,Prostatic Neoplasms,81567
C0033578,Prostatic Neoplasms,8202
C0033578,Prostatic Neoplasms,826
C0033578,Prostatic Neoplasms,83259
C0033578,Prostatic Neoplasms,8339
C0033578,Prostatic Neoplasms,83606
C0033578,Prostatic Neoplasms,8365
C0033578,Prostatic Neoplasms,8379
C0033578,Prostatic Neoplasms,8405
C0033578,Prostatic Neoplasms,8409
C0033578,Prostatic Neoplasms,842
C0033578,Prostatic Neoplasms,84519
C0033578,Prostatic Neoplasms,84818
C0033578,Prostatic Neoplasms,8495
C0033578,Prostatic Neoplasms,8537
C0033578,Prostatic Neoplasms,8560
C0033578,Prostatic Neoplasms,857
C0033578,Prostatic Neoplasms,858
C0033578,Prostatic Neoplasms,861
C0033578,Prostatic Neoplasms,8615
C0033578,Prostatic Neoplasms,8644
C0033578,Prostatic Neoplasms,8648
C0033578,Prostatic Neoplasms,8661
C0033578,Prostatic Neoplasms,8667
C0033578,Prostatic Neoplasms,8702
C0033578,Prostatic Neoplasms,8720
C0033578,Prostatic Neoplasms,873
C0033578,Prostatic Neoplasms,8743
C0033578,Prostatic Neoplasms,8754
C0033578,Prostatic Neoplasms,8797
C0033578,Prostatic Neoplasms,8804
C0033578,Prostatic Neoplasms,8829
C0033578,Prostatic Neoplasms,8854
C0033578,Prostatic Neoplasms,8895
C0033578,Prostatic Neoplasms,8932
C0033578,Prostatic Neoplasms,894
C0033578,Prostatic Neoplasms,9
C0033578,Prostatic Neoplasms,90338
C0033578,Prostatic Neoplasms,9080
C0033578,Prostatic Neoplasms,9189
C0033578,Prostatic Neoplasms,9203
C0033578,Prostatic Neoplasms,92105
C0033578,Prostatic Neoplasms,928
C0033578,Prostatic Neoplasms,93611
C0033578,Prostatic Neoplasms,9380
C0033578,Prostatic Neoplasms,9420
C0033578,Prostatic Neoplasms,9446
C0033578,Prostatic Neoplasms,9518
C0033578,Prostatic Neoplasms,9538
C0033578,Prostatic Neoplasms,9687
C0033578,Prostatic Neoplasms,9709
C0033578,Prostatic Neoplasms,9817
C0033578,Prostatic Neoplasms,9968
C0033578,Prostatic Neoplasms,9985
C0033578,Prostatic Neoplasms,999
C0848558,Hypospadias,10046
C0848558,Hypospadias,11336
C0848558,Hypospadias,132
C0848558,Hypospadias,139189
C0848558,Hypospadias,1768
C0848558,Hypospadias,23498
C0848558,Hypospadias,26585
C0848558,Hypospadias,285740
C0848558,Hypospadias,285943
C0848558,Hypospadias,29080
C0848558,Hypospadias,3200
C0848558,Hypospadias,3201
C0848558,Hypospadias,3284
C0848558,Hypospadias,3778
C0848558,Hypospadias,463
C0848558,Hypospadias,467
C0848558,Hypospadias,60678
C0848558,Hypospadias,6764
C0848558,Hypospadias,8887
C0026764,Multiple Myeloma,1010
C0026764,Multiple Myeloma,1029
C0026764,Multiple Myeloma,142
C0026764,Multiple Myeloma,1437
C0026764,Multiple Myeloma,1440
C0026764,Multiple Myeloma,170679
C0026764,Multiple Myeloma,170680
C0026764,Multiple Myeloma,1728
C0026764,Multiple Myeloma,1733
C0026764,Multiple Myeloma,1838
C0026764,Multiple Myeloma,2052
C0026764,Multiple Myeloma,2261
C0026764,Multiple Myeloma,23492
C0026764,Multiple Myeloma,23495
C0026764,Multiple Myeloma,23532
C0026764,Multiple Myeloma,2952
C0026764,Multiple Myeloma,3105
C0026764,Multiple Myeloma,3315
C0026764,Multiple Myeloma,3440
C0026764,Multiple Myeloma,3569
C0026764,Multiple Myeloma,3662
C0026764,Multiple Myeloma,3981
C0026764,Multiple Myeloma,4170
C0026764,Multiple Myeloma,4582
C0026764,Multiple Myeloma,54986
C0026764,Multiple Myeloma,55892
C0026764,Multiple Myeloma,5744
C0026764,Multiple Myeloma,595
C0026764,Multiple Myeloma,596
C0026764,Multiple Myeloma,598
C0026764,Multiple Myeloma,6347
C0026764,Multiple Myeloma,664
C0026764,Multiple Myeloma,6648
C0026764,Multiple Myeloma,6678
C0026764,Multiple Myeloma,694
C0026764,Multiple Myeloma,84458
C0026764,Multiple Myeloma,8701
C0026764,Multiple Myeloma,942
C0026764,Multiple Myeloma,9862
C0015695,Fatty Liver,100313923
C0015695,Fatty Liver,10062
C0015695,Fatty Liver,1051
C0015695,Fatty Liver,123
C0015695,Fatty Liver,1281
C0015695,Fatty Liver,1571
C0015695,Fatty Liver,1588
C0015695,Fatty Liver,2147
C0015695,Fatty Liver,2149
C0015695,Fatty Liver,23411
C0015695,Fatty Liver,26291
C0015695,Fatty Liver,284111
C0015695,Fatty Liver,2875
C0015695,Fatty Liver,2876
C0015695,Fatty Liver,3032
C0015695,Fatty Liver,3087
C0015695,Fatty Liver,3169
C0015695,Fatty Liver,330
C0015695,Fatty Liver,338
C0015695,Fatty Liver,3440
C0015695,Fatty Liver,3576
C0015695,Fatty Liver,3630
C0015695,Fatty Liver,3949
C0015695,Fatty Liver,3952
C0015695,Fatty Liver,406903
C0015695,Fatty Liver,406924
C0015695,Fatty Liver,406931
C0015695,Fatty Liver,406942
C0015695,Fatty Liver,406946
C0015695,Fatty Liver,406952
C0015695,Fatty Liver,406959
C0015695,Fatty Liver,406974
C0015695,Fatty Liver,407040
C0015695,Fatty Liver,412
C0015695,Fatty Liver,4143
C0015695,Fatty Liver,442892
C0015695,Fatty Liver,4547
C0015695,Fatty Liver,4609
C0015695,Fatty Liver,5054
C0015695,Fatty Liver,51547
C0015695,Fatty Liver,540
C0015695,Fatty Liver,54205
C0015695,Fatty Liver,5443
C0015695,Fatty Liver,5465
C0015695,Fatty Liver,5467
C0015695,Fatty Liver,574434
C0015695,Fatty Liver,574506
C0015695,Fatty Liver,5757
C0015695,Fatty Liver,6514
C0015695,Fatty Liver,664617
C0015695,Fatty Liver,6648
C0015695,Fatty Liver,6720
C0015695,Fatty Liver,7018
C0015695,Fatty Liver,7099
C0015695,Fatty Liver,7124
C0015695,Fatty Liver,7351
C0015695,Fatty Liver,7494
C0015695,Fatty Liver,79661
C0015695,Fatty Liver,80339
C0015695,Fatty Liver,847
C0015695,Fatty Liver,8856
C0015695,Fatty Liver,9420
C0023290,"Leishmaniasis, Visceral",1401
C0023290,"Leishmaniasis, Visceral",1437
C0023290,"Leishmaniasis, Visceral",3117
C0023290,"Leishmaniasis, Visceral",3123
C0023290,"Leishmaniasis, Visceral",3162
C0023290,"Leishmaniasis, Visceral",3458
C0023290,"Leishmaniasis, Visceral",3553
C0023290,"Leishmaniasis, Visceral",3569
C0023290,"Leishmaniasis, Visceral",3576
C0023290,"Leishmaniasis, Visceral",3586
C0023290,"Leishmaniasis, Visceral",3587
C0023290,"Leishmaniasis, Visceral",6556
C0023290,"Leishmaniasis, Visceral",7124
C0022521,Kartagener Syndrome,10309
C0022521,Kartagener Syndrome,115948
C0022521,Kartagener Syndrome,123872
C0022521,Kartagener Syndrome,161582
C0022521,Kartagener Syndrome,1767
C0022521,Kartagener Syndrome,1769
C0022521,Kartagener Syndrome,221421
C0022521,Kartagener Syndrome,23639
C0022521,Kartagener Syndrome,25981
C0022521,Kartagener Syndrome,27019
C0022521,Kartagener Syndrome,345643
C0022521,Kartagener Syndrome,345895
C0022521,Kartagener Syndrome,352909
C0022521,Kartagener Syndrome,388389
C0022521,Kartagener Syndrome,51364
C0022521,Kartagener Syndrome,54768
C0022521,Kartagener Syndrome,55036
C0022521,Kartagener Syndrome,55130
C0022521,Kartagener Syndrome,55172
C0022521,Kartagener Syndrome,56683
C0022521,Kartagener Syndrome,64446
C0022521,Kartagener Syndrome,6674
C0022521,Kartagener Syndrome,83544
C0022521,Kartagener Syndrome,83861
C0022521,Kartagener Syndrome,85478
C0022521,Kartagener Syndrome,89765
C0022521,Kartagener Syndrome,92749
C0022521,Kartagener Syndrome,93233
C0005586,Bipolar Disorder,108
C0005586,Bipolar Disorder,10814
C0005586,Bipolar Disorder,10815
C0005586,Bipolar Disorder,1109
C0005586,Bipolar Disorder,11320
C0005586,Bipolar Disorder,1312
C0005586,Bipolar Disorder,132160
C0005586,Bipolar Disorder,1463
C0005586,Bipolar Disorder,149465
C0005586,Bipolar Disorder,157
C0005586,Bipolar Disorder,160851
C0005586,Bipolar Disorder,167681
C0005586,Bipolar Disorder,1812
C0005586,Bipolar Disorder,1816
C0005586,Bipolar Disorder,22854
C0005586,Bipolar Disorder,23345
C0005586,Bipolar Disorder,23383
C0005586,Bipolar Disorder,245
C0005586,Bipolar Disorder,26011
C0005586,Bipolar Disorder,27074
C0005586,Bipolar Disorder,285375
C0005586,Bipolar Disorder,287015
C0005586,Bipolar Disorder,288
C0005586,Bipolar Disorder,2898
C0005586,Bipolar Disorder,2908
C0005586,Bipolar Disorder,2917
C0005586,Bipolar Disorder,2931
C0005586,Bipolar Disorder,2932
C0005586,Bipolar Disorder,3356
C0005586,Bipolar Disorder,341880
C0005586,Bipolar Disorder,3630
C0005586,Bipolar Disorder,3697
C0005586,Bipolar Disorder,3702
C0005586,Bipolar Disorder,4524
C0005586,Bipolar Disorder,4729
C0005586,Bipolar Disorder,4774
C0005586,Bipolar Disorder,4914
C0005586,Bipolar Disorder,4915
C0005586,Bipolar Disorder,51196
C0005586,Bipolar Disorder,5142
C0005586,Bipolar Disorder,5265
C0005586,Bipolar Disorder,5443
C0005586,Bipolar Disorder,55304
C0005586,Bipolar Disorder,5649
C0005586,Bipolar Disorder,5816
C0005586,Bipolar Disorder,6258
C0005586,Bipolar Disorder,627
C0005586,Bipolar Disorder,6285
C0005586,Bipolar Disorder,6526
C0005586,Bipolar Disorder,6532
C0005586,Bipolar Disorder,6616
C0005586,Bipolar Disorder,6671
C0005586,Bipolar Disorder,6863
C0005586,Bipolar Disorder,6869
C0005586,Bipolar Disorder,6934
C0005586,Bipolar Disorder,7091
C0005586,Bipolar Disorder,7222
C0005586,Bipolar Disorder,7226
C0005586,Bipolar Disorder,7252
C0005586,Bipolar Disorder,775
C0005586,Bipolar Disorder,784
C0005586,Bipolar Disorder,79703
C0005586,Bipolar Disorder,79728
C0005586,Bipolar Disorder,79772
C0005586,Bipolar Disorder,81562
C0005586,Bipolar Disorder,84628
C0005586,Bipolar Disorder,84952
C0005586,Bipolar Disorder,8650
C0005586,Bipolar Disorder,8722
C0005586,Bipolar Disorder,994
C0004352,Autistic Disorder,100
C0004352,Autistic Disorder,1007
C0004352,Autistic Disorder,1008
C0004352,Autistic Disorder,10771
C0004352,Autistic Disorder,11141
C0004352,Autistic Disorder,11281
C0004352,Autistic Disorder,1137
C0004352,Autistic Disorder,1139
C0004352,Autistic Disorder,1141
C0004352,Autistic Disorder,114788
C0004352,Autistic Disorder,116442
C0004352,Autistic Disorder,116987
C0004352,Autistic Disorder,117583
C0004352,Autistic Disorder,121278
C0004352,Autistic Disorder,1312
C0004352,Autistic Disorder,133
C0004352,Autistic Disorder,1356
C0004352,Autistic Disorder,139411
C0004352,Autistic Disorder,140733
C0004352,Autistic Disorder,151556
C0004352,Autistic Disorder,152330
C0004352,Autistic Disorder,152789
C0004352,Autistic Disorder,154
C0004352,Autistic Disorder,158
C0004352,Autistic Disorder,1588
C0004352,Autistic Disorder,1600
C0004352,Autistic Disorder,1610
C0004352,Autistic Disorder,170572
C0004352,Autistic Disorder,1717
C0004352,Autistic Disorder,1719
C0004352,Autistic Disorder,1745
C0004352,Autistic Disorder,1746
C0004352,Autistic Disorder,18
C0004352,Autistic Disorder,1806
C0004352,Autistic Disorder,1812
C0004352,Autistic Disorder,1814
C0004352,Autistic Disorder,192683
C0004352,Autistic Disorder,1950
C0004352,Autistic Disorder,1959
C0004352,Autistic Disorder,200150
C0004352,Autistic Disorder,2020
C0004352,Autistic Disorder,205428
C0004352,Autistic Disorder,2131
C0004352,Autistic Disorder,220
C0004352,Autistic Disorder,221035
C0004352,Autistic Disorder,221037
C0004352,Autistic Disorder,22871
C0004352,Autistic Disorder,22941
C0004352,Autistic Disorder,22999
C0004352,Autistic Disorder,23078
C0004352,Autistic Disorder,23178
C0004352,Autistic Disorder,23245
C0004352,Autistic Disorder,2332
C0004352,Autistic Disorder,23394
C0004352,Autistic Disorder,23705
C0004352,Autistic Disorder,2550
C0004352,Autistic Disorder,2554
C0004352,Autistic Disorder,2555
C0004352,Autistic Disorder,2556
C0004352,Autistic Disorder,2557
C0004352,Autistic Disorder,2558
C0004352,Autistic Disorder,2560
C0004352,Autistic Disorder,2562
C0004352,Autistic Disorder,2571
C0004352,Autistic Disorder,26047
C0004352,Autistic Disorder,26056
C0004352,Autistic Disorder,26470
C0004352,Autistic Disorder,2690
C0004352,Autistic Disorder,26960
C0004352,Autistic Disorder,2697
C0004352,Autistic Disorder,270
C0004352,Autistic Disorder,27044
C0004352,Autistic Disorder,27185
C0004352,Autistic Disorder,27347
C0004352,Autistic Disorder,2739
C0004352,Autistic Disorder,285195
C0004352,Autistic Disorder,2876
C0004352,Autistic Disorder,2890
C0004352,Autistic Disorder,2898
C0004352,Autistic Disorder,2903
C0004352,Autistic Disorder,29091
C0004352,Autistic Disorder,2918
C0004352,Autistic Disorder,2944
C0004352,Autistic Disorder,2950
C0004352,Autistic Disorder,3002
C0004352,Autistic Disorder,30061
C0004352,Autistic Disorder,3069
C0004352,Autistic Disorder,3105
C0004352,Autistic Disorder,3123
C0004352,Autistic Disorder,3198
C0004352,Autistic Disorder,3237
C0004352,Autistic Disorder,324
C0004352,Autistic Disorder,3265
C0004352,Autistic Disorder,3346
C0004352,Autistic Disorder,3351
C0004352,Autistic Disorder,3352
C0004352,Autistic Disorder,3356
C0004352,Autistic Disorder,3359
C0004352,Autistic Disorder,3361
C0004352,Autistic Disorder,3458
C0004352,Autistic Disorder,3479
C0004352,Autistic Disorder,3481
C0004352,Autistic Disorder,3486
C0004352,Autistic Disorder,3557
C0004352,Autistic Disorder,3558
C0004352,Autistic Disorder,3565
C0004352,Autistic Disorder,3567
C0004352,Autistic Disorder,3569
C0004352,Autistic Disorder,3586
C0004352,Autistic Disorder,3596
C0004352,Autistic Disorder,36
C0004352,Autistic Disorder,3600
C0004352,Autistic Disorder,361
C0004352,Autistic Disorder,3628
C0004352,Autistic Disorder,367
C0004352,Autistic Disorder,3676
C0004352,Autistic Disorder,3690
C0004352,Autistic Disorder,3778
C0004352,Autistic Disorder,3912
C0004352,Autistic Disorder,3927
C0004352,Autistic Disorder,3952
C0004352,Autistic Disorder,40
C0004352,Autistic Disorder,406900
C0004352,Autistic Disorder,407010
C0004352,Autistic Disorder,4128
C0004352,Autistic Disorder,4129
C0004352,Autistic Disorder,4139
C0004352,Autistic Disorder,4163
C0004352,Autistic Disorder,4204
C0004352,Autistic Disorder,4208
C0004352,Autistic Disorder,4233
C0004352,Autistic Disorder,4282
C0004352,Autistic Disorder,438
C0004352,Autistic Disorder,4520
C0004352,Autistic Disorder,4524
C0004352,Autistic Disorder,4642
C0004352,Autistic Disorder,4763
C0004352,Autistic Disorder,4843
C0004352,Autistic Disorder,4862
C0004352,Autistic Disorder,4893
C0004352,Autistic Disorder,4897
C0004352,Autistic Disorder,4908
C0004352,Autistic Disorder,4909
C0004352,Autistic Disorder,4915
C0004352,Autistic Disorder,5020
C0004352,Autistic Disorder,5021
C0004352,Autistic Disorder,5054
C0004352,Autistic Disorder,5067
C0004352,Autistic Disorder,5071
C0004352,Autistic Disorder,5080
C0004352,Autistic Disorder,50944
C0004352,Autistic Disorder,5141
C0004352,Autistic Disorder,5142
C0004352,Autistic Disorder,51592
C0004352,Autistic Disorder,51725
C0004352,Autistic Disorder,51733
C0004352,Autistic Disorder,5175
C0004352,Autistic Disorder,5187
C0004352,Autistic Disorder,5294
C0004352,Autistic Disorder,5307
C0004352,Autistic Disorder,5321
C0004352,Autistic Disorder,5329
C0004352,Autistic Disorder,53615
C0004352,Autistic Disorder,54221
C0004352,Autistic Disorder,54413
C0004352,Autistic Disorder,5443
C0004352,Autistic Disorder,5444
C0004352,Autistic Disorder,54538
C0004352,Autistic Disorder,54551
C0004352,Autistic Disorder,54715
C0004352,Autistic Disorder,54806
C0004352,Autistic Disorder,551
C0004352,Autistic Disorder,552
C0004352,Autistic Disorder,5551
C0004352,Autistic Disorder,5579
C0004352,Autistic Disorder,5617
C0004352,Autistic Disorder,5618
C0004352,Autistic Disorder,5649
C0004352,Autistic Disorder,57194
C0004352,Autistic Disorder,5728
C0004352,Autistic Disorder,5743
C0004352,Autistic Disorder,57502
C0004352,Autistic Disorder,57575
C0004352,Autistic Disorder,57680
C0004352,Autistic Disorder,596
C0004352,Autistic Disorder,6091
C0004352,Autistic Disorder,6092
C0004352,Autistic Disorder,6095
C0004352,Autistic Disorder,6134
C0004352,Autistic Disorder,627
C0004352,Autistic Disorder,6332
C0004352,Autistic Disorder,6343
C0004352,Autistic Disorder,64221
C0004352,Autistic Disorder,64324
C0004352,Autistic Disorder,64326
C0004352,Autistic Disorder,643586
C0004352,Autistic Disorder,6507
C0004352,Autistic Disorder,6532
C0004352,Autistic Disorder,6535
C0004352,Autistic Disorder,6573
C0004352,Autistic Disorder,6779
C0004352,Autistic Disorder,6804
C0004352,Autistic Disorder,686
C0004352,Autistic Disorder,6948
C0004352,Autistic Disorder,6999
C0004352,Autistic Disorder,7018
C0004352,Autistic Disorder,7133
C0004352,Autistic Disorder,721
C0004352,Autistic Disorder,7248
C0004352,Autistic Disorder,7249
C0004352,Autistic Disorder,7328
C0004352,Autistic Disorder,7337
C0004352,Autistic Disorder,7432
C0004352,Autistic Disorder,7436
C0004352,Autistic Disorder,7472
C0004352,Autistic Disorder,7498
C0004352,Autistic Disorder,7508
C0004352,Autistic Disorder,775
C0004352,Autistic Disorder,7812
C0004352,Autistic Disorder,796
C0004352,Autistic Disorder,8128
C0004352,Autistic Disorder,8216
C0004352,Autistic Disorder,8242
C0004352,Autistic Disorder,83943
C0004352,Autistic Disorder,8456
C0004352,Autistic Disorder,847
C0004352,Autistic Disorder,85358
C0004352,Autistic Disorder,8604
C0004352,Autistic Disorder,8828
C0004352,Autistic Disorder,8831
C0004352,Autistic Disorder,8912
C0004352,Autistic Disorder,8930
C0004352,Autistic Disorder,9013
C0004352,Autistic Disorder,9025
C0004352,Autistic Disorder,9037
C0004352,Autistic Disorder,9228
C0004352,Autistic Disorder,93664
C0004352,Autistic Disorder,9378
C0004352,Autistic Disorder,93986
C0004352,Autistic Disorder,9568
C0004352,Autistic Disorder,9732
C0004352,Autistic Disorder,9820
C0004352,Autistic Disorder,9855
C0027404,Narcolepsy,1120
C0027404,Narcolepsy,1375
C0027404,Narcolepsy,1512
C0027404,Narcolepsy,22891
C0027404,Narcolepsy,3060
C0027404,Narcolepsy,3062
C0027404,Narcolepsy,3119
C0027404,Narcolepsy,3123
C0027404,Narcolepsy,386593
C0027404,Narcolepsy,4340
C0027404,Narcolepsy,5032
C0027404,Narcolepsy,5179
C0027404,Narcolepsy,56342
C0027404,Narcolepsy,6863
C0027404,Narcolepsy,692229
C0027404,Narcolepsy,692312
C0027404,Narcolepsy,7200
C0027404,Narcolepsy,7292
C0027404,Narcolepsy,8835
C0001418,Adenocarcinoma,10232
C0001418,Adenocarcinoma,10266
C0001418,Adenocarcinoma,1028
C0001418,Adenocarcinoma,1029
C0001418,Adenocarcinoma,11186
C0001418,Adenocarcinoma,1152
C0001418,Adenocarcinoma,143187
C0001418,Adenocarcinoma,1490
C0001418,Adenocarcinoma,1499
C0001418,Adenocarcinoma,1548
C0001418,Adenocarcinoma,1571
C0001418,Adenocarcinoma,1588
C0001418,Adenocarcinoma,1592
C0001418,Adenocarcinoma,1612
C0001418,Adenocarcinoma,1636
C0001418,Adenocarcinoma,1786
C0001418,Adenocarcinoma,1938
C0001418,Adenocarcinoma,1950
C0001418,Adenocarcinoma,1956
C0001418,Adenocarcinoma,2023
C0001418,Adenocarcinoma,2064
C0001418,Adenocarcinoma,2099
C0001418,Adenocarcinoma,2100
C0001418,Adenocarcinoma,2202
C0001418,Adenocarcinoma,2254
C0001418,Adenocarcinoma,2475
C0001418,Adenocarcinoma,25
C0001418,Adenocarcinoma,2520
C0001418,Adenocarcinoma,2543
C0001418,Adenocarcinoma,2878
C0001418,Adenocarcinoma,2886
C0001418,Adenocarcinoma,29108
C0001418,Adenocarcinoma,3206
C0001418,Adenocarcinoma,324
C0001418,Adenocarcinoma,3312
C0001418,Adenocarcinoma,3329
C0001418,Adenocarcinoma,335
C0001418,Adenocarcinoma,3399
C0001418,Adenocarcinoma,3439
C0001418,Adenocarcinoma,348
C0001418,Adenocarcinoma,3553
C0001418,Adenocarcinoma,3576
C0001418,Adenocarcinoma,3791
C0001418,Adenocarcinoma,3845
C0001418,Adenocarcinoma,3856
C0001418,Adenocarcinoma,4233
C0001418,Adenocarcinoma,4288
C0001418,Adenocarcinoma,4297
C0001418,Adenocarcinoma,4323
C0001418,Adenocarcinoma,4354
C0001418,Adenocarcinoma,4583
C0001418,Adenocarcinoma,4790
C0001418,Adenocarcinoma,4846
C0001418,Adenocarcinoma,4878
C0001418,Adenocarcinoma,4968
C0001418,Adenocarcinoma,5074
C0001418,Adenocarcinoma,5111
C0001418,Adenocarcinoma,51196
C0001418,Adenocarcinoma,51292
C0001418,Adenocarcinoma,51738
C0001418,Adenocarcinoma,5223
C0001418,Adenocarcinoma,5241
C0001418,Adenocarcinoma,5245
C0001418,Adenocarcinoma,5265
C0001418,Adenocarcinoma,5290
C0001418,Adenocarcinoma,5328
C0001418,Adenocarcinoma,54474
C0001418,Adenocarcinoma,5468
C0001418,Adenocarcinoma,5587
C0001418,Adenocarcinoma,5617
C0001418,Adenocarcinoma,56287
C0001418,Adenocarcinoma,563
C0001418,Adenocarcinoma,5728
C0001418,Adenocarcinoma,5731
C0001418,Adenocarcinoma,5743
C0001418,Adenocarcinoma,58508
C0001418,Adenocarcinoma,5915
C0001418,Adenocarcinoma,59340
C0001418,Adenocarcinoma,596
C0001418,Adenocarcinoma,6091
C0001418,Adenocarcinoma,634
C0001418,Adenocarcinoma,6599
C0001418,Adenocarcinoma,6648
C0001418,Adenocarcinoma,6696
C0001418,Adenocarcinoma,6774
C0001418,Adenocarcinoma,6776
C0001418,Adenocarcinoma,6794
C0001418,Adenocarcinoma,6847
C0001418,Adenocarcinoma,6934
C0001418,Adenocarcinoma,7040
C0001418,Adenocarcinoma,7124
C0001418,Adenocarcinoma,7157
C0001418,Adenocarcinoma,7170
C0001418,Adenocarcinoma,7306
C0001418,Adenocarcinoma,7367
C0001418,Adenocarcinoma,759
C0001418,Adenocarcinoma,760
C0001418,Adenocarcinoma,780
C0001418,Adenocarcinoma,79633
C0001418,Adenocarcinoma,8202
C0001418,Adenocarcinoma,8289
C0001418,Adenocarcinoma,841
C0001418,Adenocarcinoma,8626
C0001418,Adenocarcinoma,864
C0001418,Adenocarcinoma,8797
C0001418,Adenocarcinoma,8856
C0001418,Adenocarcinoma,8991
C0001418,Adenocarcinoma,9420
C0887833,"Carcinoma, Pancreatic Ductal",10232
C0887833,"Carcinoma, Pancreatic Ductal",1029
C0887833,"Carcinoma, Pancreatic Ductal",10397
C0887833,"Carcinoma, Pancreatic Ductal",182
C0887833,"Carcinoma, Pancreatic Ductal",1840
C0887833,"Carcinoma, Pancreatic Ductal",185
C0887833,"Carcinoma, Pancreatic Ductal",23220
C0887833,"Carcinoma, Pancreatic Ductal",23462
C0887833,"Carcinoma, Pancreatic Ductal",23493
C0887833,"Carcinoma, Pancreatic Ductal",3280
C0887833,"Carcinoma, Pancreatic Ductal",3303
C0887833,"Carcinoma, Pancreatic Ductal",3304
C0887833,"Carcinoma, Pancreatic Ductal",3714
C0887833,"Carcinoma, Pancreatic Ductal",384
C0887833,"Carcinoma, Pancreatic Ductal",3845
C0887833,"Carcinoma, Pancreatic Ductal",4780
C0887833,"Carcinoma, Pancreatic Ductal",4851
C0887833,"Carcinoma, Pancreatic Ductal",4854
C0887833,"Carcinoma, Pancreatic Ductal",4855
C0887833,"Carcinoma, Pancreatic Ductal",7422
C0740392,"Infarction, Middle Cerebral Artery",134
C0740392,"Infarction, Middle Cerebral Artery",1906
C0740392,"Infarction, Middle Cerebral Artery",2353
C0740392,"Infarction, Middle Cerebral Artery",240
C0740392,"Infarction, Middle Cerebral Artery",2920
C0740392,"Infarction, Middle Cerebral Artery",3329
C0740392,"Infarction, Middle Cerebral Artery",3383
C0740392,"Infarction, Middle Cerebral Artery",3569
C0740392,"Infarction, Middle Cerebral Artery",3572
C0740392,"Infarction, Middle Cerebral Artery",3726
C0740392,"Infarction, Middle Cerebral Artery",4318
C0740392,"Infarction, Middle Cerebral Artery",467
C0740392,"Infarction, Middle Cerebral Artery",4803
C0740392,"Infarction, Middle Cerebral Artery",5327
C0740392,"Infarction, Middle Cerebral Artery",5328
C0740392,"Infarction, Middle Cerebral Artery",5337
C0740392,"Infarction, Middle Cerebral Artery",56848
C0740392,"Infarction, Middle Cerebral Artery",6347
C0740392,"Infarction, Middle Cerebral Artery",6354
C0740392,"Infarction, Middle Cerebral Artery",6648
C0740392,"Infarction, Middle Cerebral Artery",6774
C0740392,"Infarction, Middle Cerebral Artery",7130
C0740392,"Infarction, Middle Cerebral Artery",718
C0740392,"Infarction, Middle Cerebral Artery",7498
C0740392,"Infarction, Middle Cerebral Artery",871
C0023343,Leprosy,1016
C0023343,Leprosy,10981
C0023343,Leprosy,114134
C0023343,Leprosy,124460
C0023343,Leprosy,1327
C0023343,Leprosy,135138
C0023343,Leprosy,144811
C0023343,Leprosy,149233
C0023343,Leprosy,283234
C0023343,Leprosy,400757
C0023343,Leprosy,4049
C0023343,Leprosy,50514
C0023343,Leprosy,5071
C0023343,Leprosy,55509
C0023343,Leprosy,6556
C0023343,Leprosy,7096
C0023343,Leprosy,7097
C0023343,Leprosy,79747
C0023343,Leprosy,8767
C0023343,Leprosy,8778
C0023343,Leprosy,9173
C0023343,Leprosy,9966
C0027051,Myocardial Infarction,100048912
C0027051,Myocardial Infarction,10019
C0027051,Myocardial Infarction,10891
C0027051,Myocardial Infarction,1152
C0027051,Myocardial Infarction,1158
C0027051,Myocardial Infarction,134
C0027051,Myocardial Infarction,1385
C0027051,Myocardial Infarction,1390
C0027051,Myocardial Infarction,140
C0027051,Myocardial Infarction,153090
C0027051,Myocardial Infarction,1636
C0027051,Myocardial Infarction,1649
C0027051,Myocardial Infarction,183
C0027051,Myocardial Infarction,1952
C0027051,Myocardial Infarction,2056
C0027051,Myocardial Infarction,2099
C0027051,Myocardial Infarction,2147
C0027051,Myocardial Infarction,2153
C0027051,Myocardial Infarction,2162
C0027051,Myocardial Infarction,221458
C0027051,Myocardial Infarction,221692
C0027051,Myocardial Infarction,23228
C0027051,Myocardial Infarction,2626
C0027051,Myocardial Infarction,2678
C0027051,Myocardial Infarction,2729
C0027051,Myocardial Infarction,2730
C0027051,Myocardial Infarction,2932
C0027051,Myocardial Infarction,3240
C0027051,Myocardial Infarction,3291
C0027051,Myocardial Infarction,3309
C0027051,Myocardial Infarction,3383
C0027051,Myocardial Infarction,3440
C0027051,Myocardial Infarction,348
C0027051,Myocardial Infarction,3553
C0027051,Myocardial Infarction,3557
C0027051,Myocardial Infarction,3569
C0027051,Myocardial Infarction,3586
C0027051,Myocardial Infarction,3690
C0027051,Myocardial Infarction,375056
C0027051,Myocardial Infarction,3816
C0027051,Myocardial Infarction,3939
C0027051,Myocardial Infarction,3957
C0027051,Myocardial Infarction,4049
C0027051,Myocardial Infarction,4306
C0027051,Myocardial Infarction,4313
